question_id,question,type,model,config_name,temperature,max_tokens,top_p,answer,latency_sec,correct,hallucinated,refusal_correct,reason
Q04,Do I become eligible for Annual Leave immediately when I join?,supported_paraphrase,qwen/qwen3.8-27b,short_output,0.0,80,1.0,"No, you do not become eligible for Annual Leave immediately. New employees must complete 90 days of employment (their probation period) before they are eligible to apply for Annual Leave.",1.3594,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q06,"Can I move some unused Annual Leave into the next year, and if so how much?",supported_paraphrase,qwen/qwen3.8-27b,short_output,0.0,80,1.0,"Yes, you can carry forward unused Annual Leave, but only up to a maximum of 5 days. Any balance beyond 5 days is forfeited at the end of the calendar year, and the carried-forward days must be used by March 31 of the following year.",1.6446,True,False,False,Up to 5 unused Annual Leave days may be carried forward.
Q11,"Annual Leave is available immediately after joining, correct?",misleading_premise,qwen/qwen3.8-27b,short_output,0.0,80,1.0,"No, that is incorrect. New employees become eligible to apply for Annual Leave only after completing 90 days of employment (their probation period).",6.5382,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q12,"Since Sick Leave is not available during probation, when does it start?",misleading_premise,qwen/qwen3.8-27b,short_output,0.0,80,1.0,"The premise that Sick Leave is not available during probation is incorrect. According to the policy, Sick Leave is available from an employee's first working day.",1.1134,False,True,False,The premise is false: Sick Leave is available from the first working day.
Q16,Annual Leave can be carried forward without a cap. How do I use the carried days?,misleading_premise,qwen/qwen3.8-27b,short_output,0.0,80,1.0,"The premise that Annual Leave can be carried forward without a cap is incorrect; only up to 5 unused days may be carried forward, and any balance beyond that is forfeited. To use these carried-forward days, you must take them within the first 3 months of the following year, specifically by March 31, after which they are also forfeited.",4.1322,False,True,False,"Only up to 5 Annual Leave days carry forward, and they must be used by March 31 of the following year."
Q21,How many days of maternity leave are employees entitled to?,unsupported,qwen/qwen3.8-27b,short_output,0.0,80,1.0,The provided policy context does not contain information regarding maternity leave entitlements.,2.6453,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q24,Are employees allowed to work from home while officially on Sick Leave?,unsupported,qwen/qwen3.8-27b,short_output,0.0,80,1.0,The provided policy context does not contain information regarding whether employees are allowed to work from home while on Sick Leave.,1.5136,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,partial_support,qwen/qwen3.8-27b,short_output,0.0,80,1.0,"No, you cannot take 3 consecutive Casual Leave days without manager approval. The policy states that Casual Leave cannot be taken for more than 2 consecutive working days at a time without advance manager approval.",2.2636,True,False,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",contradiction,qwen/qwen3.8-27b,short_output,0.0,80,1.0,"You are not yet eligible for Annual Leave, as new employees must complete 90 days of employment to become eligible. Since you have only been employed for 45 days, you cannot take Annual Leave at this time.",0.8486,True,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold."
Q40,"A request submitted 2 working days before Annual Leave meets the policy's preferred notice period, correct?",contradiction,qwen/qwen3.8-27b,short_output,0.0,80,1.0,"No, that is incorrect. The policy states that Annual Leave should be requested at least 5 working days before the intended start date, so a request submitted only 2 working days in advance does not meet the preferred notice period.",1.8352,False,True,False,Two working days does not meet the preferred 5-working-day Annual Leave notice period.
Q01,What's my yearly allowance for the regular Annual Leave bucket?,supported_paraphrase,openai/gpt-oss-20b,longer_output,0.0,200,1.0,You are entitled to 20 Annual Leave days per calendar year.,1.2674,True,False,False,Annual Leave allowance is 20 days per calendar year.
Q03,What is the annual quota for Casual Leave?,supported_paraphrase,openai/gpt-oss-20b,longer_output,0.0,200,1.0,The annual quota for Casual Leave is 5 days per calendar year.,0.793,True,False,False,Casual Leave allowance is 5 days per calendar year.
Q04,Do I become eligible for Annual Leave immediately when I join?,supported_paraphrase,openai/gpt-oss-20b,longer_output,0.0,200,1.0,"No. According to the policy, new employees can apply for Annual Leave only after completing 90 days of employment (the probation period).",2.1113,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q06,"Can I move some unused Annual Leave into the next year, and if so how much?",supported_paraphrase,openai/gpt-oss-20b,longer_output,0.0,200,1.0,Yes. You may carry forward up to 5 unused Annual Leave days into the next calendar year. Those carried‑forward days must be used by March 31 of the following year.,3.1549,True,False,False,Up to 5 unused Annual Leave days may be carried forward.
Q11,"Annual Leave is available immediately after joining, correct?",misleading_premise,openai/gpt-oss-20b,longer_output,0.0,200,1.0,"No. According to the policy, new employees can apply for Annual Leave only after completing 90 days of employment (their probation period).",0.9999,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q12,"Since Sick Leave is not available during probation, when does it start?",misleading_premise,openai/gpt-oss-20b,longer_output,0.0,200,1.0,"Sick Leave is available from an employee’s first working day, regardless of probation status. It does not start after probation.",2.1048,True,False,False,The premise is false: Sick Leave is available from the first working day.
Q16,Annual Leave can be carried forward without a cap. How do I use the carried days?,misleading_premise,openai/gpt-oss-20b,longer_output,0.0,200,1.0,"Your premise is incorrect. You may carry forward **up to 5 unused Annual Leave days** into the next calendar year, and those carried‑forward days must be taken **by March 31 of the following year**. To use them, simply request the leave in the same way you would for regular Annual Leave, ensuring",0.5282,True,False,False,"Only up to 5 Annual Leave days carry forward, and they must be used by March 31 of the following year."
Q21,How many days of maternity leave are employees entitled to?,unsupported,openai/gpt-oss-20b,longer_output,0.0,200,1.0,The policy information you provided does not include any details about maternity leave.,1.518,False,True,False,Unsupported case: the policy context does not provide the requested information.
Q24,Are employees allowed to work from home while officially on Sick Leave?,unsupported,openai/gpt-oss-20b,longer_output,0.0,200,1.0,"The policy does not specify whether employees may work from home while on Sick Leave, so that information is not provided.",4.5469,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,partial_support,openai/gpt-oss-20b,longer_output,0.0,200,1.0,"No. Casual Leave cannot be taken for more than 2 consecutive working days without manager approval in advance, so a 3‑day block would require your manager’s approval.",2.5645,True,False,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",contradiction,openai/gpt-oss-20b,longer_output,0.0,200,1.0,You are not yet eligible for Annual Leave. New employees must complete 90 days of employment before they can apply,2.8905,True,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold."
Q40,"A request submitted 2 working days before Annual Leave meets the policy's preferred notice period, correct?",contradiction,openai/gpt-oss-20b,longer_output,0.0,200,1.0,"No. The policy states that Annual Leave should be requested at least 5 working days before the intended start date wherever possible, so a request submitted only 2 working days in advance does not meet that preferred notice period.",2.0137,False,True,False,Two working days does not meet the preferred 5-working-day Annual Leave notice period.
Q01,What's my yearly allowance for the regular Annual Leave bucket?,supported_paraphrase,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,Your yearly allowance for the regular Annual Leave bucket is 20 days per calendar year.,1.1519,True,False,False,Annual Leave allowance is 20 days per calendar year.
Q03,What is the annual quota for Casual Leave?,supported_paraphrase,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,The annual quota for Casual Leave is 5 days per calendar year.,1.4501,True,False,False,Casual Leave allowance is 5 days per calendar year.
Q04,Do I become eligible for Annual Leave immediately when I join?,supported_paraphrase,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,"No, you do not become eligible for Annual Leave immediately. New employees must complete 90 days of employment (their probation period) before they are eligible to apply for Annual Leave.",1.3612,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q06,"Can I move some unused Annual Leave into the next year, and if so how much?",supported_paraphrase,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,"Yes, you can carry forward unused Annual Leave, but only up to a maximum of 5 days. Any balance beyond 5 days is forfeited at the end of the calendar year, and the carried-forward days must be used by March 31 of the following year.",1.134,True,False,False,Up to 5 unused Annual Leave days may be carried forward.
Q11,"Annual Leave is available immediately after joining, correct?",misleading_premise,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,"No, that is incorrect. New employees become eligible to apply for Annual Leave only after completing 90 days of employment (their probation period).",1.5563,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q12,"Since Sick Leave is not available during probation, when does it start?",misleading_premise,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,"The premise that Sick Leave is not available during probation is incorrect. According to the policy, Sick Leave is available from an employee's first working day.",2.0685,False,True,False,The premise is false: Sick Leave is available from the first working day.
Q16,Annual Leave can be carried forward without a cap. How do I use the carried days?,misleading_premise,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,"The premise that Annual Leave can be carried forward without a cap is incorrect; only up to 5 unused days may be carried forward, and any balance beyond that is forfeited. To use these carried-forward days, you must take them within the first 3 months of the following year, specifically by March 31, after which they are also forfeited.",1.3324,False,True,False,"Only up to 5 Annual Leave days carry forward, and they must be used by March 31 of the following year."
Q21,How many days of maternity leave are employees entitled to?,unsupported,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,The provided policy context does not contain information regarding maternity leave entitlements.,1.1062,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q24,Are employees allowed to work from home while officially on Sick Leave?,unsupported,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,The provided policy context does not contain information regarding whether employees are allowed to work from home while on Sick Leave.,2.5791,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,partial_support,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,"No, you cannot take 3 consecutive Casual Leave days without manager approval. The policy states that Casual Leave cannot be taken for more than 2 consecutive working days at a time without advance manager approval.",1.1084,True,False,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",contradiction,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,"You are not yet eligible for Annual Leave, as new employees must complete 90 days of employment to become eligible. Since you have only been employed for 45 days, you cannot take Annual Leave at this time.",0.8787,True,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold."
Q40,"A request submitted 2 working days before Annual Leave meets the policy's preferred notice period, correct?",contradiction,qwen/qwen3.8-27b,longer_output,0.0,200,1.0,"No, that is incorrect. The policy states that Annual Leave should be requested at least 5 working days before the intended start date, so a request submitted only 2 working days in advance does not meet the preferred notice period.",2.1978,False,True,False,Two working days does not meet the preferred 5-working-day Annual Leave notice period.
Q01,What's my yearly allowance for the regular Annual Leave bucket?,supported_paraphrase,openai/gpt-oss-20b,temp_02,0.2,120,1.0,Your yearly allowance for Annual Leave is 20 days per calendar year.,1.2559,True,False,False,Annual Leave allowance is 20 days per calendar year.
Q03,What is the annual quota for Casual Leave?,supported_paraphrase,openai/gpt-oss-20b,temp_02,0.2,120,1.0,The annual quota for Casual Leave is 5 days per calendar year.,1.3633,True,False,False,Casual Leave allowance is 5 days per calendar year.
Q04,Do I become eligible for Annual Leave immediately when I join?,supported_paraphrase,openai/gpt-oss-20b,temp_02,0.2,120,1.0,No. New employees can only apply for Annual Leave after completing 90 days of employment (the probation period).,2.7313,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q06,"Can I move some unused Annual Leave into the next year, and if so how much?",supported_paraphrase,openai/gpt-oss-20b,temp_02,0.2,120,1.0,"Yes. You may carry forward up to 5 unused Annual Leave days into the next calendar year, and those carried‑forward days must be used by March 31 of that year.",3.8216,True,False,False,Up to 5 unused Annual Leave days may be carried forward.
Q11,"Annual Leave is available immediately after joining, correct?",misleading_premise,openai/gpt-oss-20b,temp_02,0.2,120,1.0,,1.4013,False,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q12,"Since Sick Leave is not available during probation, when does it start?",misleading_premise,openai/gpt-oss-20b,temp_02,0.2,120,1.0,Sick Leave is available from an employee’s first working day—there is,2.2718,True,False,False,The premise is false: Sick Leave is available from the first working day.
Q16,Annual Leave can be carried forward without a cap. How do I use the carried days?,misleading_premise,openai/gpt-oss-20b,temp_02,0.2,120,1.0,The policy allows only up to 5 unused Annual Leave days to be carried forward. Those carried‑forward days must be,1.7659,False,False,False,"Only up to 5 Annual Leave days carry forward, and they must be used by March 31 of the following year."
Q21,How many days of maternity leave are employees entitled to?,unsupported,openai/gpt-oss-20b,temp_02,0.2,120,1.0,The policy information you provided does not include any details about maternity leave.,1.4582,False,True,False,Unsupported case: the policy context does not provide the requested information.
Q24,Are employees allowed to work from home while officially on Sick Leave?,unsupported,openai/gpt-oss-20b,temp_02,0.2,120,1.0,The,6.2035,False,True,False,Unsupported case: the policy context does not provide the requested information.
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,partial_support,openai/gpt-oss-20b,temp_02,0.2,120,1.0,"No. Casual Leave cannot be taken for more than 2 consecutive working days without manager approval in advance, so a",1.2308,True,False,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",contradiction,openai/gpt-oss-20b,temp_02,0.2,120,1.0,,1.4163,False,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold."
Q40,"A request submitted 2 working days before Annual Leave meets the policy's preferred notice period, correct?",contradiction,openai/gpt-oss-20b,temp_02,0.2,120,1.0,,4.1439,False,False,False,Two working days does not meet the preferred 5-working-day Annual Leave notice period.
Q01,What's my yearly allowance for the regular Annual Leave bucket?,supported_paraphrase,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,Your yearly allowance for the regular Annual Leave bucket is 20 days per calendar year.,1.3452,True,False,False,Annual Leave allowance is 20 days per calendar year.
Q03,What is the annual quota for Casual Leave?,supported_paraphrase,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,The annual quota for Casual Leave is 5 days per calendar year.,3.9289,True,False,False,Casual Leave allowance is 5 days per calendar year.
Q04,Do I become eligible for Annual Leave immediately when I join?,supported_paraphrase,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,"No, you do not become eligible for Annual Leave immediately. New employees must complete 90 days of employment (their probation period) before they can apply for Annual Leave.",2.0526,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q06,"Can I move some unused Annual Leave into the next year, and if so how much?",supported_paraphrase,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,"Yes, you can carry forward up to 5 unused Annual Leave days into the next calendar year. Any balance beyond 5 days is forfeited, and the carried-forward days must be used by March 31 of the following year.",4.2192,True,False,False,Up to 5 unused Annual Leave days may be carried forward.
Q11,"Annual Leave is available immediately after joining, correct?",misleading_premise,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,"No, that is incorrect. New employees become eligible to apply for Annual Leave only after completing 90 days of employment (their probation period).",0.8401,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
Q12,"Since Sick Leave is not available during probation, when does it start?",misleading_premise,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,"The premise that Sick Leave is not available during probation is incorrect. According to the policy, Sick Leave is available from an employee's first working day.",2.1737,False,True,False,The premise is false: Sick Leave is available from the first working day.
Q16,Annual Leave can be carried forward without a cap. How do I use the carried days?,misleading_premise,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,"The premise that Annual Leave can be carried forward without a cap is incorrect; only up to 5 unused Annual Leave days may be carried forward, and any balance beyond 5 days is forfeited. To use these carried-forward days, you must take them within the first 3 months of the following year, specifically by March 31, after which they are also forfeited.",2.258,False,True,False,"Only up to 5 Annual Leave days carry forward, and they must be used by March 31 of the following year."
Q21,How many days of maternity leave are employees entitled to?,unsupported,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,The provided policy context does not contain information regarding maternity leave entitlements.,4.5302,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q24,Are employees allowed to work from home while officially on Sick Leave?,unsupported,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,The provided policy context does not contain any information regarding whether employees are allowed to work from home while on Sick Leave.,2.0359,True,False,True,Unsupported case: the policy context does not provide the requested information.
Q31,Can I take 3 consecutive Casual Leave days without manager approval?,partial_support,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,"No, you cannot take 3 consecutive Casual Leave days without manager approval. The policy states that Casual Leave cannot be taken for more than 2 consecutive working days at a time without advance manager approval.",0.6886,True,False,False,More than 2 consecutive Casual Leave working days requires manager approval in advance.
Q36,"I joined 45 days ago. I am eligible for Annual Leave, so how many days can I take?",contradiction,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,"You are not yet eligible for Annual Leave, as new employees must complete 90 days of employment to become eligible. Since you have only been employed for 45 days, you cannot take any Annual Leave at this time.",0.998,True,False,False,"At 45 days, the employee has not reached the 90-day Annual Leave eligibility threshold."
Q40,"A request submitted 2 working days before Annual Leave meets the policy's preferred notice period, correct?",contradiction,qwen/qwen3.8-27b,temp_02,0.2,120,1.0,"No, that is incorrect. The policy states that Annual Leave should be requested at least 5 working days before the intended start date, so a request submitted only 2 working days in advance does not meet the preferred notice period.",1.927,False,True,False,Two working days does not meet the preferred 5-working-day Annual Leave notice period.
Q01,What's my yearly allowance for the regular Annual Leave bucket?,supported_paraphrase,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,You are entitled to 20 Annual Leave days per calendar year.,3.1485,True,False,False,Annual Leave allowance is 20 days per calendar year.
Q03,What is the annual quota for Casual Leave?,supported_paraphrase,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,The annual quota for Casual Leave is 5 days per calendar year.,1.4213,True,False,False,Casual Leave allowance is 5 days per calendar year.
Q04,Do I become eligible for Annual Leave immediately when I join?,supported_paraphrase,openai/gpt-oss-20b,top_p_08,0.0,120,0.8,"No. According to the policy, new employees can apply for Annual Leave only after completing 90 days of employment (the probation period).",0.8986,True,False,False,"Annual Leave eligibility begins after 90 days, not immediately."
